[ 2018-08-30T13:06:47+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Tag[ route_check ] --START--
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8] Undefined index: lastmodifytime 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 179 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8] Undefined index: lastmodifytime 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 179 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | NOTIC: [8] Undefined index: lastmodifytime 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 179 行.
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Run ParseTemplate Behavior [ RunTime:0.190011s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.190011s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Tag[ view_filter ] --START--
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Run ContentReplace Behavior [ RunTime:0.016001s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Run TokenBuild Behavior [ RunTime:0.010000s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.031001s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Tag[ view_end ] --START--
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2018-08-30T13:06:52+08:00 ] /xxx/admin.php/Index/index/username/ruby97 | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
